5.0	5.0	1
5.0	10.0	1
5.0	15.0	1
5.0	20.0	1
5.0	25.0	1
5.0	30.0	1
5.0	35.0	1
5.0	40.0	1
5.0	45.0	1
5.0	50.0	1
5.0	55.0	1
5.0	60.0	1
5.0	65.0	1
5.0	70.0	1
5.0	75.0	1
5.0	80.0	1
5.0	85.0	1
5.0	90.0	1
5.0	95.0	1
5.0	100.0	1
5.0	105.0	1
5.0	110.0	1
5.0	115.0	1
5.0	120.0	1
5.0	125.0	1
10.0	5.0	1
10.0	10.0	1
10.0	15.0	1
10.0	20.0	1
10.0	25.0	1
10.0	30.0	1
10.0	35.0	1
10.0	40.0	1
10.0	45.0	1
10.0	50.0	1
10.0	55.0	1
10.0	60.0	1
10.0	65.0	1
10.0	70.0	1
10.0	75.0	1
10.0	80.0	1
10.0	85.0	1
10.0	90.0	1
10.0	95.0	1
10.0	100.0	1
10.0	105.0	1
10.0	110.0	1
10.0	115.0	1
10.0	120.0	1
10.0	125.0	1
15.0	5.0	1
15.0	10.0	1
15.0	15.0	1
15.0	20.0	1
15.0	25.0	1
15.0	30.0	1
15.0	35.0	1
15.0	40.0	1
15.0	45.0	1
15.0	50.0	1
15.0	55.0	1
15.0	60.0	1
15.0	65.0	1
15.0	70.0	1
15.0	75.0	1
15.0	80.0	1
15.0	85.0	1
15.0	90.0	1
15.0	95.0	1
15.0	100.0	1
15.0	105.0	1
15.0	110.0	1
15.0	115.0	1
15.0	120.0	1
15.0	125.0	1
20.0	5.0	1
20.0	10.0	1
20.0	15.0	1
20.0	20.0	1
20.0	25.0	1
20.0	30.0	1
20.0	35.0	1
20.0	40.0	1
20.0	45.0	1
20.0	50.0	1
20.0	55.0	1
20.0	60.0	1
20.0	65.0	1
20.0	70.0	1
20.0	75.0	1
20.0	80.0	1
20.0	85.0	1
20.0	90.0	1
20.0	95.0	1
20.0	100.0	1
20.0	105.0	1
20.0	110.0	1
20.0	115.0	1
20.0	120.0	1
20.0	125.0	1
25.0	5.0	1
25.0	10.0	1
25.0	15.0	1
25.0	20.0	1
25.0	25.0	1
25.0	30.0	1
25.0	35.0	1
25.0	40.0	1
25.0	45.0	1
25.0	50.0	1
25.0	55.0	1
25.0	60.0	1
25.0	65.0	1
25.0	70.0	1
25.0	75.0	1
25.0	80.0	1
25.0	85.0	1
25.0	90.0	1
25.0	95.0	1
25.0	100.0	1
25.0	105.0	1
25.0	110.0	1
25.0	115.0	1
25.0	120.0	1
25.0	125.0	1
30.0	5.0	1
30.0	10.0	1
30.0	15.0	1
30.0	20.0	1
30.0	25.0	1
30.0	30.0	1
30.0	35.0	1
30.0	40.0	1
30.0	45.0	1
30.0	50.0	1
30.0	55.0	1
30.0	60.0	1
30.0	65.0	1
30.0	70.0	1
30.0	75.0	1
30.0	80.0	1
30.0	85.0	1
30.0	90.0	1
30.0	95.0	1
30.0	100.0	1
30.0	105.0	1
30.0	110.0	1
30.0	115.0	1
30.0	120.0	1
30.0	125.0	1
35.0	5.0	1
35.0	10.0	1
35.0	15.0	1
35.0	20.0	1
35.0	25.0	1
35.0	30.0	1
35.0	35.0	1
35.0	40.0	1
35.0	45.0	1
35.0	50.0	1
35.0	55.0	1
35.0	60.0	1
35.0	65.0	1
35.0	70.0	1
35.0	75.0	1
35.0	80.0	1
35.0	85.0	1
35.0	90.0	1
35.0	95.0	1
35.0	100.0	1
35.0	105.0	1
35.0	110.0	1
35.0	115.0	1
35.0	120.0	1
35.0	125.0	1
40.0	5.0	1
40.0	10.0	1
40.0	15.0	1
40.0	20.0	1
40.0	25.0	1
40.0	30.0	1
40.0	35.0	1
40.0	40.0	1
40.0	45.0	1
40.0	50.0	1
40.0	55.0	1
40.0	60.0	1
40.0	65.0	1
40.0	70.0	1
40.0	75.0	1
40.0	80.0	1
40.0	85.0	1
40.0	90.0	1
40.0	95.0	1
40.0	100.0	1
40.0	105.0	1
40.0	110.0	1
40.0	115.0	1
40.0	120.0	1
40.0	125.0	1
45.0	5.0	1
45.0	10.0	1
45.0	15.0	1
45.0	20.0	1
45.0	25.0	1
45.0	30.0	1
45.0	35.0	1
45.0	40.0	1
45.0	45.0	1
45.0	50.0	1
45.0	55.0	1
45.0	60.0	1
45.0	65.0	1
45.0	70.0	1
45.0	75.0	1
45.0	80.0	1
45.0	85.0	1
45.0	90.0	1
45.0	95.0	1
45.0	100.0	1
45.0	105.0	1
45.0	110.0	1
45.0	115.0	1
45.0	120.0	1
45.0	125.0	1
50.0	5.0	1
50.0	10.0	1
50.0	15.0	1
50.0	20.0	1
50.0	25.0	1
50.0	30.0	1
50.0	35.0	1
50.0	40.0	1
50.0	45.0	1
50.0	50.0	1
50.0	55.0	1
50.0	60.0	1
50.0	65.0	1
50.0	70.0	1
50.0	75.0	1
50.0	80.0	1
50.0	85.0	1
50.0	90.0	1
50.0	95.0	1
50.0	100.0	1
50.0	105.0	1
50.0	110.0	1
50.0	115.0	1
50.0	120.0	1
50.0	125.0	1
55.0	5.0	1
55.0	10.0	1
55.0	15.0	1
55.0	20.0	1
55.0	25.0	1
55.0	30.0	1
55.0	35.0	1
55.0	40.0	1
55.0	45.0	1
55.0	50.0	1
55.0	55.0	1
55.0	60.0	1
55.0	65.0	1
55.0	70.0	1
55.0	75.0	1
55.0	80.0	1
55.0	85.0	1
55.0	90.0	1
55.0	95.0	1
55.0	100.0	1
55.0	105.0	1
55.0	110.0	1
55.0	115.0	1
55.0	120.0	1
55.0	125.0	1
60.0	5.0	1
60.0	10.0	1
60.0	15.0	1
60.0	20.0	1
60.0	25.0	1
60.0	30.0	1
60.0	35.0	1
60.0	40.0	1
60.0	45.0	1
60.0	50.0	1
60.0	55.0	1
60.0	60.0	1
60.0	65.0	1
60.0	70.0	1
60.0	75.0	1
60.0	80.0	1
60.0	85.0	1
60.0	90.0	1
60.0	95.0	1
60.0	100.0	1
60.0	105.0	1
60.0	110.0	1
60.0	115.0	1
60.0	120.0	1
60.0	125.0	1
65.0	5.0	1
65.0	10.0	1
65.0	15.0	1
65.0	20.0	1
65.0	25.0	1
65.0	30.0	1
65.0	35.0	1
65.0	40.0	1
65.0	45.0	1
65.0	50.0	1
65.0	55.0	1
65.0	60.0	1
65.0	65.0	1
65.0	70.0	1
65.0	75.0	1
65.0	80.0	1
65.0	85.0	1
65.0	90.0	1
65.0	95.0	1
65.0	100.0	1
65.0	105.0	1
65.0	110.0	1
65.0	115.0	1
65.0	120.0	1
65.0	125.0	1
70.0	5.0	1
70.0	10.0	1
70.0	15.0	1
70.0	20.0	1
70.0	25.0	1
70.0	30.0	1
70.0	35.0	1
70.0	40.0	1
70.0	45.0	1
70.0	50.0	1
70.0	55.0	1
70.0	60.0	1
70.0	65.0	1
70.0	70.0	1
70.0	75.0	1
70.0	80.0	1
70.0	85.0	1
70.0	90.0	1
70.0	95.0	1
70.0	100.0	1
70.0	105.0	1
70.0	110.0	1
70.0	115.0	1
70.0	120.0	1
70.0	125.0	1
75.0	5.0	1
75.0	10.0	1
75.0	15.0	1
75.0	20.0	1
75.0	25.0	1
75.0	30.0	1
75.0	35.0	1
75.0	40.0	1
75.0	45.0	1
75.0	50.0	1
75.0	55.0	1
75.0	60.0	1
75.0	65.0	1
75.0	70.0	1
75.0	75.0	1
75.0	80.0	1
75.0	85.0	1
75.0	90.0	1
75.0	95.0	1
75.0	100.0	1
75.0	105.0	1
75.0	110.0	1
75.0	115.0	1
75.0	120.0	1
75.0	125.0	1
80.0	5.0	1
80.0	10.0	1
80.0	15.0	1
80.0	20.0	1
80.0	25.0	1
80.0	30.0	1
80.0	35.0	1
80.0	40.0	1
80.0	45.0	1
80.0	50.0	1
80.0	55.0	1
80.0	60.0	1
80.0	65.0	1
80.0	70.0	1
80.0	75.0	1
80.0	80.0	1
80.0	85.0	1
80.0	90.0	1
80.0	95.0	1
80.0	100.0	1
80.0	105.0	1
80.0	110.0	1
80.0	115.0	1
80.0	120.0	1
80.0	125.0	1
85.0	5.0	1
85.0	10.0	1
85.0	15.0	1
85.0	20.0	1
85.0	25.0	1
85.0	30.0	1
85.0	35.0	1
85.0	40.0	1
85.0	45.0	1
85.0	50.0	1
85.0	55.0	1
85.0	60.0	1
85.0	65.0	1
85.0	70.0	1
85.0	75.0	1
85.0	80.0	1
85.0	85.0	1
85.0	90.0	1
85.0	95.0	1
85.0	100.0	1
85.0	105.0	1
85.0	110.0	1
85.0	115.0	1
85.0	120.0	1
85.0	125.0	1
90.0	5.0	1
90.0	10.0	1
90.0	15.0	1
90.0	20.0	1
90.0	25.0	1
90.0	30.0	1
90.0	35.0	1
90.0	40.0	1
90.0	45.0	1
90.0	50.0	1
90.0	55.0	1
90.0	60.0	1
90.0	65.0	1
90.0	70.0	1
90.0	75.0	1
90.0	80.0	1
90.0	85.0	1
90.0	90.0	1
90.0	95.0	1
90.0	100.0	1
90.0	105.0	1
90.0	110.0	1
90.0	115.0	1
90.0	120.0	1
90.0	125.0	1
95.0	5.0	1
95.0	10.0	1
95.0	15.0	1
95.0	20.0	1
95.0	25.0	1
95.0	30.0	1
95.0	35.0	1
95.0	40.0	1
95.0	45.0	1
95.0	50.0	1
95.0	55.0	1
95.0	60.0	1
95.0	65.0	1
95.0	70.0	1
95.0	75.0	1
95.0	80.0	1
95.0	85.0	1
95.0	90.0	1
95.0	95.0	1
95.0	100.0	1
95.0	105.0	1
95.0	110.0	1
95.0	115.0	1
95.0	120.0	1
95.0	125.0	1
100.0	5.0	1
100.0	10.0	1
100.0	15.0	1
100.0	20.0	1
100.0	25.0	1
100.0	30.0	1
100.0	35.0	1
100.0	40.0	1
100.0	45.0	1
100.0	50.0	1
100.0	55.0	1
100.0	60.0	1
100.0	65.0	1
100.0	70.0	1
100.0	75.0	1
100.0	80.0	1
100.0	85.0	1
100.0	90.0	1
100.0	95.0	1
100.0	100.0	1
100.0	105.0	1
100.0	110.0	1
100.0	115.0	1
100.0	120.0	1
100.0	125.0	1
105.0	5.0	1
105.0	10.0	1
105.0	15.0	1
105.0	20.0	1
105.0	25.0	1
105.0	30.0	1
105.0	35.0	1
105.0	40.0	1
105.0	45.0	1
105.0	50.0	1
105.0	55.0	1
105.0	60.0	1
105.0	65.0	1
105.0	70.0	1
105.0	75.0	1
105.0	80.0	1
